customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-0338,Male,0,No,No,57,No,Yes,DSL,No internet service,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),32.28,1782.83,Yes
CUST-0339,Female,0,No,Yes,36,No,No phone service,DSL,Yes,No internet service,No,Yes,Yes,Yes,Two year,No,Mailed check,38.5,,No
CUST-0340,Female,0,Yes,No,57,Yes,No,DSL,No internet service,No internet service,No,Yes,No,No,Month-to-month,No,Credit card (automatic),86.59,4624.13,No
CUST-0341,Male,0,Yes,No,49,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,74.02,3621.3,Yes
CUST-0342,Female,0,No,Yes,45,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.39,1671.75,Yes
CUST-0343,Male,0,No,Yes,66,Yes,No,No,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),108.28,7082.29,No
CUST-0344,Female,1,No,No,45,No,No phone service,No,Yes,No,No,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),45.59,1988.96,Yes
CUST-0345,Male,0,No,No,20,Yes,No,DSL,Yes,No internet service,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.11,1233.09,No
CUST-0346,Male,0,No,No,64,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,38.23,2223.04,No
CUST-0347,Male,0,No,No,67,Yes,No,DSL,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,56.8,3555.12,No
CUST-0348,Female,1,Yes,No,3,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,67.16,198.77,No
CUST-0349,Female,0,No,No,54,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,Yes,No,Two year,No,Credit card (automatic),47.52,2492.33,No
CUST-0350,Male,0,Yes,Yes,64,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,No,Credit card (automatic),94.91,5942.59,No
CUST-0351,Female,0,No,No,40,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),57.39,2435.06,No
CUST-0352,Male,0,No,No,59,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),90.95,5780.66,No
CUST-0353,Male,0,Yes,No,55,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),38.71,2022.03,No
CUST-0354,Female,1,Yes,No,62,Yes,No phone service,No,No internet service,Yes,Yes,No,No internet service,Yes,Two year,Yes,Credit card (automatic),55.7,3685.74,No
CUST-0355,Female,0,Yes,No,4,Yes,No,No,Yes,No,No internet service,No,No,Yes,Two year,No,Credit card (automatic),18.81,74.62,No
CUST-0356,Male,0,Yes,Yes,60,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,93.86,5376.85,Yes
CUST-0357,Female,0,No,No,30,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.59,2652.44,Yes
CUST-0358,Female,0,Yes,Yes,2,Yes,No,No,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,99.78,212.52,No
CUST-0359,Male,0,No,No,62,Yes,Yes,DSL,Yes,No,No internet service,No,No,No,Two year,Yes,Bank transfer (automatic),63.56,4330.26,No
CUST-0360,Male,0,Yes,Yes,49,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No internet service,No internet service,Two year,Yes,Mailed check,97.97,4481.96,Yes
CUST-0361,Female,0,No,Yes,9,No,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),82.76,691.78,Yes
CUST-0362,Male,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),18.36,569.54,No
CUST-0363,Male,0,No,Yes,61,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,43.37,2718.93,No
CUST-0364,Female,0,No,No,48,No,No phone service,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),67.39,3021.91,No
CUST-0365,Male,0,No,No,25,Yes,No,DSL,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),79.87,,Yes
CUST-0366,Male,0,No,Yes,36,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,Two year,No,Electronic check,24.56,889.82,No
CUST-0367,Female,0,Yes,Yes,8,Yes,Yes,No,Yes,No,No,No,No internet service,No,Two year,Yes,Mailed check,88.51,695.47,Yes
CUST-0368,Female,0,No,No,58,Yes,Yes,No,No internet service,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,72.35,4281.95,Yes
CUST-0369,Male,1,Yes,No,45,Yes,No,No,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,70.58,3261.83,Yes
CUST-0370,Male,1,Yes,No,62,Yes,No,Fiber optic,No,No internet service,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),47.2,2658.8,No
CUST-0371,Female,0,No,No,39,Yes,No phone service,DSL,Yes,No,Yes,Yes,No internet service,No internet service,One year,Yes,Electronic check,77.48,3323.83,No
CUST-0372,Female,0,Yes,No,58,Yes,No,DSL,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,20.75,1170.75,No
CUST-0373,Female,0,No,No,64,Yes,No phone service,No,No,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Mailed check,24.47,1428.75,No
CUST-0374,Female,0,Yes,No,44,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Two year,Yes,Mailed check,91.39,4304.51,No
CUST-0375,Male,0,No,No,29,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No internet service,No,Two year,No,Mailed check,50.19,1599.03,No
CUST-0376,Female,0,Yes,Yes,59,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No,No,Month-to-month,No,Electronic check,52.7,3306.03,No
CUST-0377,Female,0,No,No,71,Yes,No phone service,DSL,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,38.84,2951.71,No
CUST-0378,Male,0,No,No,9,Yes,Yes,DSL,No,No internet service,Yes,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),62.56,577.22,No
CUST-0379,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),23.2,150.96,No
CUST-0380,Male,0,No,No,29,Yes,Yes,No,No,Yes,Yes,Yes,No,No internet service,One year,Yes,Electronic check,48.04,1263.8,No
CUST-0381,Female,0,Yes,No,58,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),70.71,4319.96,No
CUST-0382,Female,0,No,No,17,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,64.56,1134.99,No
CUST-0383,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Mailed check,117.97,1717.49,Yes
CUST-0384,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),56.88,172.14,No
CUST-0385,Male,0,Yes,No,21,Yes,No phone service,DSL,No,No,Yes,No internet service,No,No,Two year,No,Electronic check,56.7,1194.29,No
CUST-0386,Female,0,No,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),68.36,4542.63,Yes
CUST-0387,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),37.03,1220.44,No
CUST-0388,Male,0,Yes,No,62,Yes,Yes,No,No,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Credit card (automatic),105.63,6948.92,No
CUST-0389,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,75.23,2931.79,Yes
CUST-0390,Male,0,No,No,42,Yes,Yes,DSL,No,No internet service,No,No,No,Yes,One year,No,Electronic check,37.21,1537.4,No
CUST-0391,Male,0,No,No,61,Yes,No phone service,DSL,No,No,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,97.34,6390.54,No
CUST-0392,Male,1,Yes,Yes,13,Yes,No phone service,No,Yes,No,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),21.43,281.96,Yes
CUST-0393,Female,0,No,No,11,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No,No internet service,One year,Yes,Electronic check,116.26,1248.06,Yes
CUST-0394,Female,0,No,Yes,54,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),104.51,5133.59,Yes
CUST-0395,Male,0,Yes,No,16,Yes,No phone service,DSL,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),75.96,1257.23,Yes
CUST-0396,Female,0,Yes,No,8,Yes,No,DSL,No internet service,Yes,No,No,No,No internet service,One year,Yes,Mailed check,29.13,255.72,Yes
CUST-0397,Female,0,No,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),39.53,2524.35,Yes
CUST-0398,Female,1,Yes,Yes,57,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),45.94,2732.38,Yes
CUST-0399,Female,0,No,No,40,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,One year,Yes,Mailed check,42.1,1551.06,No
CUST-0400,Male,0,No,No,59,Yes,Yes,DSL,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),67.75,3788.95,No
CUST-0401,Female,0,No,No,2,Yes,No,No,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,112.46,210.83,No
CUST-0402,Female,0,No,Yes,10,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Mailed check,62.42,606.16,No
CUST-0403,Male,0,No,No,44,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,One year,No,Electronic check,84.16,3507.16,No
CUST-0404,Male,0,No,No,11,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,86.86,906.62,No
CUST-0405,Female,0,Yes,No,2,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Mailed check,105.16,215.23,No
CUST-0406,Female,1,Yes,No,50,Yes,Yes,No,No internet service,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Electronic check,21.38,1030.24,No
CUST-0407,Female,0,No,No,12,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,One year,No,Mailed check,58.43,726.0,No
CUST-0408,Female,0,No,Yes,23,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,Yes,One year,No,Electronic check,96.47,2417.57,Yes
CUST-0409,Female,0,No,No,18,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.49,1840.42,No
CUST-0410,Female,0,Yes,No,62,No,No phone service,No,No,No,No,No,Yes,No internet service,Two year,Yes,Electronic check,110.73,7210.8,No
CUST-0411,Male,0,No,No,62,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No internet service,One year,Yes,Electronic check,88.28,5748.76,No
CUST-0412,Female,0,Yes,Yes,38,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),42.52,1561.05,No
CUST-0413,Female,0,No,No,67,Yes,No,No,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,No,Mailed check,68.57,4148.51,Yes
CUST-0414,Male,0,No,Yes,38,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Electronic check,21.23,734.95,No
CUST-0415,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Electronic check,82.69,5298.74,No
CUST-0416,Male,0,Yes,No,61,No,No phone service,DSL,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),73.43,4649.03,Yes
CUST-0417,Male,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),84.68,91.57,Yes
CUST-0418,Female,1,No,Yes,45,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),111.01,5453.83,Yes
CUST-0419,Female,0,No,Yes,28,Yes,No,DSL,No internet service,No,No,No,No internet service,No,One year,Yes,Credit card (automatic),86.73,2198.15,No
CUST-0420,Female,0,Yes,No,21,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Two year,No,Bank transfer (automatic),50.04,1153.84,No
CUST-0421,Female,1,Yes,Yes,13,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,37.87,474.83,No
CUST-0422,Female,0,Yes,Yes,27,Yes,No,No,No internet service,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,103.46,2985.02,Yes
CUST-0423,Female,1,Yes,No,7,No,No,No,Yes,Yes,No,No,Yes,No internet service,Two year,No,Electronic check,37.43,245.26,No
CUST-0424,Male,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),34.16,,No
CUST-0425,Female,0,Yes,Yes,53,Yes,Yes,No,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,38.66,1999.13,Yes
CUST-0426,Male,0,No,No,4,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,68.88,295.3,No
CUST-0427,Male,0,No,Yes,23,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,30.42,660.59,No
CUST-0428,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,111.81,7285.03,Yes
CUST-0429,Male,0,No,No,33,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No,Two year,No,Mailed check,114.63,4092.83,No
CUST-0430,Female,0,No,No,28,Yes,No,DSL,Yes,No,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),115.38,3513.86,Yes
CUST-0431,Male,0,Yes,No,8,Yes,No phone service,No,No internet service,No,No internet service,No,No,No internet service,Two year,Yes,Mailed check,21.91,158.19,No
CUST-0432,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),112.62,117.74,No
CUST-0433,Male,1,Yes,No,37,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,Yes,No,One year,No,Bank transfer (automatic),117.74,4190.15,No
CUST-0434,Female,0,Yes,Yes,63,Yes,No,DSL,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),112.24,6893.92,Yes
CUST-0435,Female,0,No,No,22,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,One year,Yes,Electronic check,85.09,1860.41,No
CUST-0436,Female,0,Yes,No,70,Yes,Yes,DSL,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,88.12,6078.08,No
CUST-0437,Female,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,Yes,Two year,No,Bank transfer (automatic),30.23,636.73,No
CUST-0438,Female,1,Yes,No,35,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,105.43,3750.83,Yes
CUST-0439,Male,0,Yes,No,5,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),23.96,118.98,Yes
CUST-0440,Male,0,Yes,Yes,60,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No,Yes,One year,No,Mailed check,49.77,3106.58,No
CUST-0441,Male,0,Yes,No,46,Yes,No,DSL,No internet service,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,117.12,5623.06,No
CUST-0442,Female,0,Yes,No,50,No,No,DSL,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),60.23,2975.58,No
CUST-0443,Male,0,Yes,No,48,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,31.12,1386.95,No
CUST-0444,Female,0,No,No,6,Yes,No,No,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,114.93,708.98,Yes
CUST-0445,Female,0,No,No,56,Yes,Yes,DSL,Yes,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),116.41,6874.84,Yes
CUST-0446,Male,0,No,No,59,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),36.7,,Yes
CUST-0447,Male,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),104.48,3083.28,Yes
CUST-0448,Female,1,Yes,Yes,71,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,One year,No,Electronic check,57.04,3830.67,No
CUST-0449,Male,1,No,Yes,18,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,56.14,1039.85,No
CUST-0450,Female,0,No,No,2,Yes,Yes,No,Yes,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,44.27,85.62,No
CUST-0451,Female,0,No,Yes,8,No,Yes,DSL,No internet service,No,No internet service,No,No internet service,No,Two year,Yes,Bank transfer (automatic),22.47,194.84,Yes
CUST-0452,Female,0,Yes,No,54,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Credit card (automatic),44.8,2493.58,No
CUST-0453,Female,0,No,No,38,Yes,No,DSL,Yes,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),23.38,849.03,No
CUST-0454,Female,1,No,No,48,Yes,No phone service,No,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,110.44,5272.42,No
CUST-0455,Male,0,Yes,No,27,Yes,No phone service,No,No,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Mailed check,84.17,2430.12,No
CUST-0456,Male,0,No,Yes,20,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),106.66,2063.0,Yes
CUST-0457,Female,0,Yes,No,12,Yes,No phone service,DSL,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),89.73,1082.24,No
CUST-0458,Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,31.13,1386.69,No
CUST-0459,Male,0,Yes,No,61,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,112.06,7183.64,No
CUST-0460,Male,0,No,No,31,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.99,3129.35,Yes
CUST-0461,Female,0,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,One year,Yes,Mailed check,52.81,3263.39,Yes
CUST-0462,Male,0,Yes,No,67,Yes,No,No,No internet service,No,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,29.15,2114.06,No
CUST-0463,Female,0,No,No,35,Yes,Yes,No,Yes,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),88.42,3384.59,No
CUST-0464,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),90.84,1405.15,No
CUST-0465,Female,0,No,No,16,Yes,No phone service,DSL,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),107.68,1889.54,Yes
CUST-0466,Male,0,No,Yes,13,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No,No internet service,One year,Yes,Electronic check,23.27,306.79,No
CUST-0467,Female,0,Yes,No,35,Yes,No,DSL,Yes,Yes,No,No internet service,No,No,Month-to-month,Yes,Mailed check,32.17,1113.03,No
CUST-0468,Male,0,No,Yes,59,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),77.82,4638.75,Yes
CUST-0469,Male,0,Yes,No,21,Yes,No,No,No,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),79.91,1549.13,No
CUST-0470,Female,0,Yes,No,54,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,21.36,1130.77,No
CUST-0471,Male,0,No,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),57.69,1716.3,Yes
CUST-0472,Female,1,Yes,No,48,Yes,No,DSL,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),76.42,3923.92,Yes
CUST-0473,Male,0,No,No,35,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,91.79,3378.84,No
CUST-0474,Female,0,No,No,38,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No internet service,One year,Yes,Mailed check,49.62,1923.81,Yes
CUST-0475,Male,0,Yes,No,31,Yes,No,DSL,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,66.39,1995.23,No
CUST-0476,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No,One year,Yes,Mailed check,99.41,2236.5,No
CUST-0477,Male,0,Yes,Yes,49,No,No phone service,No,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),113.39,5386.94,Yes
CUST-0478,Female,0,Yes,No,32,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,41.03,1360.18,Yes
CUST-0479,Male,0,No,Yes,55,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),43.3,2268.63,No
CUST-0480,Female,0,No,No,58,Yes,No,DSL,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),111.98,6399.87,No
CUST-0481,Female,0,No,Yes,3,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No,One year,No,Mailed check,57.59,168.86,No
CUST-0482,Female,0,Yes,No,69,Yes,No,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.83,6527.51,Yes
CUST-0483,Male,0,Yes,No,10,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No,No internet service,Two year,Yes,Credit card (automatic),79.23,853.11,No
CUST-0484,Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,46.56,1210.41,No
CUST-0485,Male,0,No,No,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),83.36,5488.91,No
CUST-0486,Female,0,Yes,No,61,No,No,No,Yes,Yes,No,No,Yes,Yes,Two year,No,Mailed check,83.56,5029.04,No
CUST-0487,Male,0,No,No,29,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,77.24,2080.18,Yes
CUST-0488,Female,0,Yes,No,19,Yes,No phone service,No,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),27.97,496.15,No
CUST-0489,Male,0,No,No,43,Yes,No,DSL,No internet service,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),117.52,4714.07,Yes
CUST-0490,Male,0,No,No,66,No,Yes,DSL,Yes,No,Yes,No,No internet service,No,Month-to-month,No,Credit card (automatic),58.04,3547.62,No
CUST-0491,Female,0,Yes,Yes,61,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),81.83,4671.75,Yes
CUST-0492,Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),106.58,4310.43,No
CUST-0493,Male,0,No,No,25,No,No phone service,No,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),60.33,1391.16,No
CUST-0494,Female,0,No,No,20,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),95.39,1961.32,No
CUST-0495,Male,0,Yes,No,48,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,115.18,6070.89,No
CUST-0496,Male,0,Yes,No,24,Yes,Yes,No,No,No,Yes,No internet service,No,No,Month-to-month,No,Mailed check,53.89,1391.44,No
CUST-0497,Male,1,No,No,11,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.53,585.32,Yes
CUST-0498,Female,0,Yes,No,55,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),108.56,5878.92,No
CUST-0499,Male,1,No,No,28,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,33.96,1019.21,Yes
CUST-0500,Female,0,No,No,69,No,No phone service,No,No internet service,Yes,No internet service,Yes,No,No,One year,Yes,Credit card (automatic),20.86,1334.17,Yes
CUST-0501,Male,0,Yes,No,63,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Mailed check,108.89,7337.04,No
CUST-0502,Male,0,Yes,No,59,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,100.16,6019.0,Yes
CUST-0503,Male,1,Yes,No,5,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No internet service,One year,No,Electronic check,115.26,626.01,Yes
CUST-0504,Female,0,Yes,No,51,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.82,1306.18,Yes
CUST-0505,Male,0,Yes,Yes,21,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),33.62,731.02,No
CUST-0506,Male,0,No,Yes,12,Yes,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,28.53,353.17,No
